disputeNumber,arbitrationCost,jurorCount,costPerJuror,appealCount,costPerAppeal
1654,0.62,31,0.02,0,0.62
1655,0.62,31,0.02,0,0.62
1656,0.62,31,0.02,0,0.62
1657,0.62,31,0.02,0,0.62
1658,0.3,15,0.02,0,0.3
1659,0.111,3,0.037,0,0.111
166,0.144,3,0.048,0,0.144
167,0.222,3,0.074,0,0.222
168,2.728,25,0.1091,2,0.9093
169,0.31,31,0.01,0,0.31
17,21.45,39,0.55,2,7.15
170,0.31,31,0.01,0,0.31
171,0.144,3,0.048,0,0.144
172,0.372,3,0.124,0,0.372
173,0.03,3,0.01,0,0.03
174,0.05,5,0.01,0,0.05
175,0.07,7,0.01,0,0.07
176,0.03,3,0.01,0,0.03
177,0.05,5,0.01,0,0.05
178,0.07,7,0.01,0,0.07
179,0.31,31,0.01,0,0.31
18,0.195,3,0.065,0,0.195
180,0.31,31,0.01,0,0.31
181,0.31,31,0.01,0,0.31
182,0.144,3,0.048,0,0.144
183,0.144,3,0.048,0,0.144
184,0.144,3,0.048,0,0.144
185,0.03,3,0.01,0,0.03
186,0.07,7,0.01,0,0.07
187,0.05,5,0.01,0,0.05
188,0.05,5,0.01,0,0.05
189,0.07,7,0.01,0,0.07
19,0.195,3,0.065,0,0.195
190,0.05,5,0.01,0,0.05
191,0.03,3,0.01,0,0.03
192,0.05,5,0.01,0,0.05
193,0.07,7,0.01,0,0.07
194,0.03,3,0.01,0,0.03
195,0.05,5,0.01,0,0.05
196,0.07,7,0.01,0,0.07
197,0.144,3,0.048,0,0.144
198,0.222,3,0.074,0,0.222
199,0.03,3,0.01,0,0.03
2,0.65,10,0.065,1,0.325
20,0.195,3,0.065,0,0.195
200,0.07,7,0.01,0,0.07
201,0.07,7,0.01,0,0.07
202,0.03,3,0.01,0,0.03
203,0.03,3,0.01,0,0.03
204,0.31,31,0.01,0,0.31
205,0.03,3,0.01,0,0.03
206,0.03,3,0.01,0,0.03
207,0.03,3,0.01,0,0.03
208,0.03,3,0.01,0,0.03
209,0.126,3,0.042,0,0.126
21,2.75,5,0.55,0,2.75
210,0.126,3,0.042,0,0.126
211,0.126,3,0.042,0,0.126
212,0.03,3,0.01,0,0.03
213,0.1,10,0.01,1,0.05
214,0.03,3,0.01,0,0.03
215,0.03,3,0.01,0,0.03
216,0.03,3,0.01,0,0.03
217,0.03,3,0.01,0,0.03
218,0.03,3,0.01,0,0.03
219,0.05,5,0.01,0,0.05
22,0.195,3,0.065,0,0.195
220,0.03,3,0.01,0,0.03
221,0.03,3,0.01,0,0.03
222,0.03,3,0.01,0,0.03
223,0.03,3,0.01,0,0.03
224,0.03,3,0.01,0,0.03
225,0.03,3,0.01,0,0.03
226,0.0,3,0.0,0,0.0
227,0.126,3,0.042,0,0.126
228,0.07,7,0.01,0,0.07
229,0.07,7,0.01,0,0.07
23,0.195,3,0.065,0,0.195
230,0.03,3,0.01,0,0.03
231,0.126,3,0.042,0,0.126
232,0.05,5,0.01,0,0.05
233,0.126,3,0.042,0,0.126
234,0.31,31,0.01,0,0.31
235,0.03,3,0.01,0,0.03
236,0.31,31,0.01,0,0.31
237,0.126,3,0.042,0,0.126
238,0.126,3,0.042,0,0.126
239,0.03,3,0.01,0,0.03
24,0.195,3,0.065,0,0.195
240,0.03,3,0.01,0,0.03
241,0.31,31,0.01,0,0.31
242,0.126,3,0.042,0,0.126
243,0.126,3,0.042,0,0.126
244,0.126,3,0.042,0,0.126
245,0.126,3,0.042,0,0.126
246,0.126,3,0.042,0,0.126
247,0.126,3,0.042,0,0.126
248,0.03,3,0.01,0,0.03
249,0.03,3,0.01,0,0.03
25,0.195,3,0.065,0,0.195
250,0.03,3,0.01,0,0.03
251,0.03,3,0.01,0,0.03
252,0.07,10,0.007,1,0.035
253,0.03,3,0.01,0,0.03
254,0.126,3,0.042,0,0.126
255,0.126,3,0.042,0,0.126
256,0.126,3,0.042,0,0.126
257,0.03,3,0.01,0,0.03
258,0.03,3,0.01,0,0.03
259,0.03,3,0.01,0,0.03
26,0.195,3,0.065,0,0.195
260,0.03,3,0.01,0,0.03
261,0.03,3,0.01,0,0.03
262,0.25,25,0.01,2,0.0833
263,0.03,3,0.01,0,0.03
264,0.1,10,0.01,1,0.05
265,0.03,3,0.01,0,0.03
266,0.03,3,0.01,0,0.03
267,0.03,3,0.01,0,0.03
268,0.03,3,0.01,0,0.03
269,0.03,3,0.01,0,0.03
27,0.195,3,0.065,0,0.195
270,0.03,3,0.01,0,0.03
271,0.03,3,0.01,0,0.03
272,0.25,25,0.01,2,0.0833
273,0.03,3,0.01,0,0.03
274,0.03,3,0.01,0,0.03
275,0.03,3,0.01,0,0.03
276,0.03,3,0.01,0,0.03
277,0.03,3,0.01,0,0.03
278,0.1,10,0.01,1,0.05
279,0.25,25,0.01,2,0.0833
28,0.195,3,0.065,0,0.195
280,0.03,3,0.01,0,0.03
281,0.25,25,0.01,2,0.0833
282,0.03,3,0.01,0,0.03
283,0.03,3,0.01,0,0.03
284,0.03,3,0.01,0,0.03
285,0.03,3,0.01,0,0.03
286,0.126,3,0.042,0,0.126
287,0.03,3,0.01,0,0.03
288,0.03,3,0.01,0,0.03
289,0.126,3,0.042,0,0.126
29,0.195,3,0.065,0,0.195
290,0.03,3,0.01,0,0.03
291,0.03,3,0.01,0,0.03
292,0.03,3,0.01,0,0.03
293,0.25,25,0.01,2,0.0833
294,0.03,3,0.01,0,0.03
295,0.03,3,0.01,0,0.03
296,0.03,3,0.01,0,0.03
297,0.126,3,0.042,0,0.126
298,0.03,3,0.01,0,0.03
299,0.31,31,0.01,0,0.31
3,0.195,3,0.065,0,0.195
30,0.195,3,0.065,0,0.195
300,0.126,3,0.042,0,0.126
301,0.35,5,0.07,0,0.35
302,35.0,500,0.07,0,35.0
303,0.03,3,0.01,0,0.03
304,0.126,3,0.042,0,0.126
305,0.126,3,0.042,0,0.126
306,0.126,3,0.042,0,0.126
307,0.126,3,0.042,0,0.126
308,0.126,3,0.042,0,0.126
309,0.126,3,0.042,0,0.126
31,0.195,3,0.065,0,0.195
310,0.126,3,0.042,0,0.126
311,0.126,3,0.042,0,0.126
312,0.126,3,0.042,0,0.126
313,0.126,3,0.042,0,0.126
314,0.126,3,0.042,0,0.126
315,0.126,3,0.042,0,0.126
316,0.126,3,0.042,0,0.126
317,0.126,3,0.042,0,0.126
318,0.42,10,0.042,1,0.21
319,0.126,3,0.042,0,0.126
32,0.195,3,0.065,0,0.195
320,0.42,10,0.042,1,0.21
321,0.126,3,0.042,0,0.126
322,0.126,3,0.042,0,0.126
323,0.03,3,0.01,0,0.03
324,0.126,3,0.042,0,0.126
325,0.126,3,0.042,0,0.126
326,0.126,3,0.042,0,0.126
327,0.126,3,0.042,0,0.126
328,4.67,56,0.0834,3,1.1675
329,0.03,3,0.01,0,0.03
33,0.195,3,0.065,0,0.195
330,0.126,3,0.042,0,0.126
331,0.03,3,0.01,0,0.03
332,0.03,3,0.01,0,0.03
333,0.126,3,0.042,0,0.126
334,0.25,25,0.01,2,0.0833
335,0.42,10,0.042,1,0.21
336,0.126,3,0.042,0,0.126
337,0.126,3,0.042,0,0.126
338,0.126,3,0.042,0,0.126
339,0.126,3,0.042,0,0.126
34,0.195,3,0.065,0,0.195
340,0.126,3,0.042,0,0.126
341,0.126,3,0.042,0,0.126
342,0.42,10,0.042,1,0.21
343,0.03,3,0.01,0,0.03
344,0.07,10,0.007,1,0.035
345,0.0,3,0.0,0,0.0
346,0.03,3,0.01,0,0.03
347,0.03,3,0.01,0,0.03
348,0.03,3,0.01,0,0.03
349,0.03,3,0.01,0,0.03
35,0.195,3,0.065,0,0.195
350,0.03,3,0.01,0,0.03
351,0.03,3,0.01,0,0.03
352,0.22,25,0.0088,2,0.0733
353,0.03,3,0.01,0,0.03
354,0.07,10,0.007,1,0.035
355,0.03,3,0.01,0,0.03
356,0.03,3,0.01,0,0.03
357,0.03,3,0.01,0,0.03
358,0.03,3,0.01,0,0.03
359,0.03,3,0.01,0,0.03
36,0.195,3,0.065,0,0.195
360,2.226,56,0.0398,3,0.5565
361,0.126,3,0.042,0,0.126
362,2.352,56,0.042,3,0.588
363,0.126,3,0.042,0,0.126
364,1.05,25,0.042,2,0.35
365,0.03,3,0.01,0,0.03
366,0.03,3,0.01,0,0.03
367,0.126,3,0.042,0,0.126
368,0.03,3,0.01,0,0.03
369,0.126,3,0.042,0,0.126
37,0.195,3,0.065,0,0.195
370,0.126,3,0.042,0,0.126
371,0.126,3,0.042,0,0.126
372,0.126,3,0.042,0,0.126
373,0.03,3,0.01,0,0.03
374,0.03,3,0.01,0,0.03
375,0.126,3,0.042,0,0.126
376,0.126,3,0.042,0,0.126
377,0.126,3,0.042,0,0.126
378,0.126,3,0.042,0,0.126
379,0.126,3,0.042,0,0.126
38,0.195,3,0.065,0,0.195
380,0.195,3,0.065,0,0.195
381,0.65,10,0.065,1,0.325
382,0.235,5,0.047,0,0.235
383,0.195,3,0.065,0,0.195
384,0.195,3,0.065,0,0.195
385,3.445,56,0.0615,3,0.8612
386,0.195,3,0.065,0,0.195
387,0.195,3,0.065,0,0.195
388,0.195,3,0.065,0,0.195
389,0.195,3,0.065,0,0.195
39,0.195,3,0.065,0,0.195
390,0.65,10,0.065,1,0.325
391,0.195,3,0.065,0,0.195
392,1.625,25,0.065,2,0.5417
393,0.195,3,0.065,0,0.195
394,0.195,3,0.065,0,0.195
395,0.195,3,0.065,0,0.195
396,2.95,5,0.59,0,2.95
397,0.195,3,0.065,0,0.195
398,0.195,3,0.065,0,0.195
399,0.141,3,0.047,0,0.141
4,0.195,3,0.065,0,0.195
40,0.195,3,0.065,0,0.195
400,0.195,3,0.065,0,0.195
401,0.65,10,0.065,1,0.325
402,0.195,3,0.065,0,0.195
403,0.195,3,0.065,0,0.195
404,0.195,3,0.065,0,0.195
405,0.195,3,0.065,0,0.195
406,0.93,31,0.03,0,0.93
407,0.195,3,0.065,0,0.195
408,0.65,10,0.065,1,0.325
409,0.195,3,0.065,0,0.195
41,0.195,3,0.065,0,0.195
410,0.93,31,0.03,0,0.93
411,0.93,31,0.03,0,0.93
412,0.195,3,0.065,0,0.195
413,0.195,3,0.065,0,0.195
414,0.141,3,0.047,0,0.141
415,0.141,3,0.047,0,0.141
416,0.141,3,0.047,0,0.141
417,0.195,3,0.065,0,0.195
418,0.141,3,0.047,0,0.141
419,0.195,3,0.065,0,0.195
42,0.195,3,0.065,0,0.195
420,0.195,3,0.065,0,0.195
421,0.141,3,0.047,0,0.141
422,0.195,3,0.065,0,0.195
423,0.195,3,0.065,0,0.195
424,0.141,3,0.047,0,0.141
425,0.141,3,0.047,0,0.141
426,0.141,3,0.047,0,0.141
427,0.195,3,0.065,0,0.195
428,0.195,3,0.065,0,0.195
429,0.195,3,0.065,0,0.195
43,0.195,3,0.065,0,0.195
430,0.195,3,0.065,0,0.195
431,0.195,3,0.065,0,0.195
432,0.195,3,0.065,0,0.195
433,0.195,3,0.065,0,0.195
434,0.195,3,0.065,0,0.195
435,0.195,3,0.065,0,0.195
436,1.625,25,0.065,2,0.5417
437,0.235,5,0.047,0,0.235
438,0.195,3,0.065,0,0.195
439,0.195,3,0.065,0,0.195
44,0.65,10,0.065,1,0.325
440,0.195,3,0.065,0,0.195
441,0.195,3,0.065,0,0.195
442,0.195,3,0.065,0,0.195
443,0.65,10,0.065,1,0.325
444,0.195,3,0.065,0,0.195
445,0.65,10,0.065,1,0.325
446,0.195,3,0.065,0,0.195
447,0.195,3,0.065,0,0.195
448,0.195,3,0.065,0,0.195
449,0.195,3,0.065,0,0.195
45,0.195,3,0.065,0,0.195
450,0.195,3,0.065,0,0.195
451,0.195,3,0.065,0,0.195
452,0.195,3,0.065,0,0.195
453,0.195,3,0.065,0,0.195
454,0.195,3,0.065,0,0.195
455,0.195,3,0.065,0,0.195
456,3.64,56,0.065,3,0.91
457,0.195,3,0.065,0,0.195
458,0.195,3,0.065,0,0.195
459,0.455,10,0.0455,1,0.2275
46,1.43,25,0.0572,2,0.4767
460,0.195,3,0.065,0,0.195
461,0.195,3,0.065,0,0.195
462,0.195,3,0.065,0,0.195
463,0.195,3,0.065,0,0.195
464,0.195,3,0.065,0,0.195
465,0.195,3,0.065,0,0.195
466,0.195,3,0.065,0,0.195
467,0.65,10,0.065,1,0.325
468,0.195,3,0.065,0,0.195
469,1.43,25,0.0572,2,0.4767
47,0.195,3,0.065,0,0.195
470,0.195,3,0.065,0,0.195
471,0.195,3,0.065,0,0.195
472,0.195,3,0.065,0,0.195
473,0.195,3,0.065,0,0.195
474,0.195,3,0.065,0,0.195
475,0.195,3,0.065,0,0.195
476,0.195,3,0.065,0,0.195
477,0.195,3,0.065,0,0.195
478,0.195,3,0.065,0,0.195
479,0.335,5,0.067,0,0.335
48,0.195,3,0.065,0,0.195
480,0.195,3,0.065,0,0.195
481,0.195,3,0.065,0,0.195
482,0.195,3,0.065,0,0.195
483,0.141,3,0.047,0,0.141
484,0.195,3,0.065,0,0.195
485,0.195,3,0.065,0,0.195
486,0.235,5,0.047,0,0.235
487,0.235,5,0.047,0,0.235
488,0.268,4,0.067,1,0.134
489,0.195,3,0.065,0,0.195
49,0.195,3,0.065,0,0.195
490,0.195,3,0.065,0,0.195
491,0.65,10,0.065,1,0.325
492,0.195,3,0.065,0,0.195
493,0.195,3,0.065,0,0.195
494,0.65,10,0.065,1,0.325
495,0.65,10,0.065,1,0.325
496,0.195,3,0.065,0,0.195
497,0.195,3,0.065,0,0.195
498,0.195,3,0.065,0,0.195
499,0.235,5,0.047,0,0.235
5,0.195,3,0.065,0,0.195
50,0.195,3,0.065,0,0.195
500,0.195,3,0.065,0,0.195
501,0.195,3,0.065,0,0.195
502,0.141,3,0.047,0,0.141
503,0.195,3,0.065,0,0.195
504,0.93,31,0.03,0,0.93
505,0.93,31,0.03,0,0.93
506,0.195,3,0.065,0,0.195
507,0.195,3,0.065,0,0.195
508,0.195,3,0.065,0,0.195
509,0.195,3,0.065,0,0.195
51,0.195,3,0.065,0,0.195
510,0.65,10,0.065,1,0.325
511,0.067,1,0.067,0,0.067
512,0.195,3,0.065,0,0.195
513,0.195,3,0.065,0,0.195
514,0.195,3,0.065,0,0.195
515,0.195,3,0.065,0,0.195
516,0.195,3,0.065,0,0.195
517,0.195,3,0.065,0,0.195
518,0.195,3,0.065,0,0.195
519,0.195,3,0.065,0,0.195
52,0.195,3,0.065,0,0.195
520,0.195,3,0.065,0,0.195
521,0.195,3,0.065,0,0.195
522,0.195,3,0.065,0,0.195
523,0.195,3,0.065,0,0.195
524,0.195,3,0.065,0,0.195
525,0.195,3,0.065,0,0.195
526,0.083,1,0.083,0,0.083
527,0.65,10,0.065,1,0.325
528,0.235,5,0.047,0,0.235
529,0.93,31,0.03,0,0.93
53,0.65,10,0.065,1,0.325
530,0.93,31,0.03,0,0.93
531,0.195,3,0.065,0,0.195
532,41.0,500,0.082,0,41.0
533,0.083,1,0.083,0,0.083
534,0.195,3,0.065,0,0.195
535,2.95,5,0.59,0,2.95
536,1.892,56,0.0338,3,0.473
537,1.055,25,0.0422,2,0.3517
538,1.055,25,0.0422,2,0.3517
539,1.437,56,0.0257,3,0.3593
54,0.195,3,0.065,0,0.195
540,0.195,3,0.065,0,0.195
541,0.4,10,0.04,1,0.2
542,0.042,3,0.014,0,0.042
543,0.042,3,0.014,0,0.042
544,0.081,3,0.027,0,0.081
545,0.04,1,0.04,0,0.04
546,0.16,4,0.04,1,0.08
547,0.081,3,0.027,0,0.081
548,0.12,3,0.04,0,0.12
549,0.12,3,0.04,0,0.12
55,0.195,3,0.065,0,0.195
550,0.28,7,0.04,0,0.28
551,0.081,3,0.027,0,0.081
552,0.057,3,0.019,0,0.057
553,0.057,3,0.019,0,0.057
554,0.475,25,0.019,2,0.1583
555,0.057,3,0.019,0,0.057
556,0.057,3,0.019,0,0.057
557,0.081,3,0.027,0,0.081
558,0.081,3,0.027,0,0.081
559,0.28,7,0.04,0,0.28
56,0.65,10,0.065,1,0.325
560,0.057,3,0.019,0,0.057
561,0.28,7,0.04,0,0.28
562,0.057,3,0.019,0,0.057
563,0.057,3,0.019,0,0.057
564,0.057,3,0.019,0,0.057
565,0.057,3,0.019,0,0.057
566,0.057,3,0.019,0,0.057
567,0.057,3,0.019,0,0.057
568,0.057,3,0.019,0,0.057
569,0.057,3,0.019,0,0.057
57,0.455,10,0.0455,1,0.2275
570,0.057,3,0.019,0,0.057
571,0.057,3,0.019,0,0.057
572,0.057,3,0.019,0,0.057
573,0.057,3,0.019,0,0.057
574,0.28,7,0.04,0,0.28
575,0.057,3,0.019,0,0.057
576,0.057,3,0.019,0,0.057
577,0.057,3,0.019,0,0.057
578,0.057,3,0.019,0,0.057
579,0.057,3,0.019,0,0.057
58,0.195,3,0.065,0,0.195
580,0.057,3,0.019,0,0.057
581,0.057,3,0.019,0,0.057
582,0.057,3,0.019,0,0.057
583,0.057,3,0.019,0,0.057
584,0.057,3,0.019,0,0.057
585,0.057,3,0.019,0,0.057
586,0.057,3,0.019,0,0.057
587,0.057,3,0.019,0,0.057
588,0.057,3,0.019,0,0.057
589,0.057,3,0.019,0,0.057
59,0.195,3,0.065,0,0.195
590,0.057,3,0.019,0,0.057
591,0.057,3,0.019,0,0.057
592,0.28,7,0.04,0,0.28
593,0.057,3,0.019,0,0.057
594,0.057,3,0.019,0,0.057
595,0.057,3,0.019,0,0.057
596,0.057,3,0.019,0,0.057
597,0.057,3,0.019,0,0.057
598,0.057,3,0.019,0,0.057
599,0.057,3,0.019,0,0.057
6,0.195,3,0.065,0,0.195
60,0.195,3,0.065,0,0.195
600,0.057,3,0.019,0,0.057
601,0.057,3,0.019,0,0.057
602,0.057,3,0.019,0,0.057
603,0.057,3,0.019,0,0.057
604,0.057,3,0.019,0,0.057
605,0.057,3,0.019,0,0.057
606,0.057,3,0.019,0,0.057
607,0.057,3,0.019,0,0.057
608,0.057,3,0.019,0,0.057
609,0.057,3,0.019,0,0.057
61,2.75,5,0.55,0,2.75
610,0.057,3,0.019,0,0.057
611,0.057,3,0.019,0,0.057
612,0.057,3,0.019,0,0.057
613,0.057,3,0.019,0,0.057
614,0.057,3,0.019,0,0.057
615,0.057,3,0.019,0,0.057
616,0.057,3,0.019,0,0.057
617,0.057,3,0.019,0,0.057
618,0.057,3,0.019,0,0.057
619,0.057,3,0.019,0,0.057
62,2.75,5,0.55,0,2.75
620,0.057,3,0.019,0,0.057
621,0.057,3,0.019,0,0.057
622,0.057,3,0.019,0,0.057
623,0.057,3,0.019,0,0.057
624,0.057,3,0.019,0,0.057
625,0.057,3,0.019,0,0.057
626,0.057,3,0.019,0,0.057
627,0.057,3,0.019,0,0.057
628,0.057,3,0.019,0,0.057
629,0.057,3,0.019,0,0.057
63,0.195,3,0.065,0,0.195
630,0.057,3,0.019,0,0.057
631,0.057,3,0.019,0,0.057
632,0.057,3,0.019,0,0.057
633,0.057,3,0.019,0,0.057
634,0.057,3,0.019,0,0.057
635,0.057,3,0.019,0,0.057
636,0.057,3,0.019,0,0.057
637,0.057,3,0.019,0,0.057
638,0.084,3,0.028,0,0.084
639,0.084,3,0.028,0,0.084
64,0.195,3,0.065,0,0.195
640,0.21,7,0.03,0,0.21
641,0.21,7,0.03,0,0.21
642,0.084,3,0.028,0,0.084
643,0.084,3,0.028,0,0.084
644,0.084,3,0.028,0,0.084
645,0.084,3,0.028,0,0.084
646,0.084,3,0.028,0,0.084
647,0.28,10,0.028,1,0.14
648,0.084,3,0.028,0,0.084
649,0.084,3,0.028,0,0.084
65,0.195,3,0.065,0,0.195
650,0.084,3,0.028,0,0.084
651,0.084,3,0.028,0,0.084
652,0.28,10,0.028,1,0.14
653,0.084,3,0.028,0,0.084
654,0.084,3,0.028,0,0.084
655,0.084,3,0.028,0,0.084
656,0.084,3,0.028,0,0.084
657,0.084,3,0.028,0,0.084
658,0.084,3,0.028,0,0.084
659,0.084,3,0.028,0,0.084
66,0.195,3,0.065,0,0.195
660,0.084,3,0.028,0,0.084
661,0.084,3,0.028,0,0.084
662,0.084,3,0.028,0,0.084
663,0.031,1,0.031,0,0.031
664,0.084,3,0.028,0,0.084
665,0.084,3,0.028,0,0.084
666,0.084,3,0.028,0,0.084
667,0.084,3,0.028,0,0.084
668,0.084,3,0.028,0,0.084
669,0.084,3,0.028,0,0.084
67,0.195,3,0.065,0,0.195
670,0.084,3,0.028,0,0.084
671,0.084,3,0.028,0,0.084
672,0.084,3,0.028,0,0.084
673,0.084,3,0.028,0,0.084
674,0.084,3,0.028,0,0.084
675,0.084,3,0.028,0,0.084
676,0.084,3,0.028,0,0.084
677,0.084,3,0.028,0,0.084
678,0.084,3,0.028,0,0.084
679,0.084,3,0.028,0,0.084
68,0.65,10,0.065,1,0.325
680,0.084,3,0.028,0,0.084
681,0.084,3,0.028,0,0.084
682,0.084,3,0.028,0,0.084
683,0.084,3,0.028,0,0.084
684,0.084,3,0.028,0,0.084
685,0.084,3,0.028,0,0.084
686,0.084,3,0.028,0,0.084
687,0.084,3,0.028,0,0.084
688,0.084,3,0.028,0,0.084
689,0.084,3,0.028,0,0.084
69,3.445,56,0.0615,3,0.8612
690,0.084,3,0.028,0,0.084
691,0.084,3,0.028,0,0.084
692,0.084,3,0.028,0,0.084
693,0.084,3,0.028,0,0.084
694,0.084,3,0.028,0,0.084
695,0.084,3,0.028,0,0.084
696,0.084,3,0.028,0,0.084
697,0.084,3,0.028,0,0.084
698,0.084,3,0.028,0,0.084
699,0.084,3,0.028,0,0.084
7,0.195,3,0.065,0,0.195
70,0.195,3,0.065,0,0.195
700,0.084,3,0.028,0,0.084
701,0.084,3,0.028,0,0.084
702,0.084,3,0.028,0,0.084
703,0.084,3,0.028,0,0.084
704,0.084,3,0.028,0,0.084
705,0.084,3,0.028,0,0.084
706,0.084,3,0.028,0,0.084
707,0.084,3,0.028,0,0.084
708,0.084,3,0.028,0,0.084
709,0.084,3,0.028,0,0.084
71,0.195,3,0.065,0,0.195
710,0.084,3,0.028,0,0.084
711,0.084,3,0.028,0,0.084
712,0.084,3,0.028,0,0.084
713,0.084,3,0.028,0,0.084
714,0.084,3,0.028,0,0.084
715,0.084,3,0.028,0,0.084
716,0.084,3,0.028,0,0.084
717,0.084,3,0.028,0,0.084
718,0.084,3,0.028,0,0.084
719,0.084,3,0.028,0,0.084
72,0.195,3,0.065,0,0.195
720,0.084,3,0.028,0,0.084
721,0.084,3,0.028,0,0.084
722,0.084,3,0.028,0,0.084
723,0.084,3,0.028,0,0.084
724,0.084,3,0.028,0,0.084
725,0.084,3,0.028,0,0.084
726,0.084,3,0.028,0,0.084
727,0.084,3,0.028,0,0.084
728,0.084,3,0.028,0,0.084
729,0.084,3,0.028,0,0.084
73,0.195,3,0.065,0,0.195
730,0.084,3,0.028,0,0.084
731,0.084,3,0.028,0,0.084
732,0.084,3,0.028,0,0.084
733,0.084,3,0.028,0,0.084
734,0.084,3,0.028,0,0.084
735,0.084,3,0.028,0,0.084
736,0.084,3,0.028,0,0.084
737,0.084,3,0.028,0,0.084
738,0.084,3,0.028,0,0.084
739,0.084,3,0.028,0,0.084
74,0.195,3,0.065,0,0.195
740,0.084,3,0.028,0,0.084
741,0.084,3,0.028,0,0.084
742,0.084,3,0.028,0,0.084
743,0.084,3,0.028,0,0.084
744,0.084,3,0.028,0,0.084
745,0.084,3,0.028,0,0.084
746,0.084,3,0.028,0,0.084
747,0.084,3,0.028,0,0.084
748,0.084,3,0.028,0,0.084
749,0.084,3,0.028,0,0.084
75,0.195,3,0.065,0,0.195
750,0.084,3,0.028,0,0.084
751,0.084,3,0.028,0,0.084
752,0.084,3,0.028,0,0.084
753,0.084,3,0.028,0,0.084
754,0.084,3,0.028,0,0.084
755,0.084,3,0.028,0,0.084
756,0.084,3,0.028,0,0.084
757,0.084,3,0.028,0,0.084
758,0.084,3,0.028,0,0.084
759,0.084,3,0.028,0,0.084
76,0.195,3,0.065,0,0.195
760,0.084,3,0.028,0,0.084
761,0.084,3,0.028,0,0.084
762,0.084,3,0.028,0,0.084
763,0.084,3,0.028,0,0.084
764,0.084,3,0.028,0,0.084
765,0.084,3,0.028,0,0.084
766,0.084,3,0.028,0,0.084
767,0.084,3,0.028,0,0.084
768,0.084,3,0.028,0,0.084
769,0.084,3,0.028,0,0.084
77,0.195,3,0.065,0,0.195
770,0.084,3,0.028,0,0.084
771,0.084,3,0.028,0,0.084
772,0.084,3,0.028,0,0.084
773,0.084,3,0.028,0,0.084
774,0.084,3,0.028,0,0.084
775,0.084,3,0.028,0,0.084
776,0.084,3,0.028,0,0.084
777,0.084,3,0.028,0,0.084
778,0.084,3,0.028,0,0.084
779,0.084,3,0.028,0,0.084
78,0.195,3,0.065,0,0.195
780,0.084,3,0.028,0,0.084
781,0.084,3,0.028,0,0.084
782,0.084,3,0.028,0,0.084
783,0.084,3,0.028,0,0.084
784,0.28,10,0.028,1,0.14
785,0.084,3,0.028,0,0.084
786,0.084,3,0.028,0,0.084
787,0.084,3,0.028,0,0.084
788,0.084,3,0.028,0,0.084
789,0.084,3,0.028,0,0.084
79,0.195,3,0.065,0,0.195
790,0.084,3,0.028,0,0.084
791,0.084,3,0.028,0,0.084
792,0.084,3,0.028,0,0.084
793,0.084,3,0.028,0,0.084
794,0.084,3,0.028,0,0.084
795,0.084,3,0.028,0,0.084
796,0.084,3,0.028,0,0.084
797,0.084,3,0.028,0,0.084
798,0.084,3,0.028,0,0.084
799,0.084,3,0.028,0,0.084
8,0.195,3,0.065,0,0.195
80,0.195,3,0.065,0,0.195
800,0.084,3,0.028,0,0.084
801,0.084,3,0.028,0,0.084
802,0.084,3,0.028,0,0.084
803,0.084,3,0.028,0,0.084
804,0.084,3,0.028,0,0.084
805,0.084,3,0.028,0,0.084
806,0.084,3,0.028,0,0.084
807,0.084,3,0.028,0,0.084
808,0.084,3,0.028,0,0.084
809,0.084,3,0.028,0,0.084
81,3.64,56,0.065,3,0.91
810,0.084,3,0.028,0,0.084
811,0.084,3,0.028,0,0.084
812,0.084,3,0.028,0,0.084
813,0.084,3,0.028,0,0.084
814,0.084,3,0.028,0,0.084
815,0.084,3,0.028,0,0.084
816,0.084,3,0.028,0,0.084
817,0.084,3,0.028,0,0.084
818,0.084,3,0.028,0,0.084
819,0.084,3,0.028,0,0.084
82,21.45,39,0.55,2,7.15
820,0.084,3,0.028,0,0.084
821,0.084,3,0.028,0,0.084
822,0.084,3,0.028,0,0.084
823,0.084,3,0.028,0,0.084
824,0.084,3,0.028,0,0.084
825,0.28,10,0.028,1,0.14
826,0.084,3,0.028,0,0.084
827,0.084,3,0.028,0,0.084
828,0.084,3,0.028,0,0.084
829,0.084,3,0.028,0,0.084
83,2.75,5,0.55,0,2.75
830,0.084,3,0.028,0,0.084
831,0.084,3,0.028,0,0.084
832,0.084,3,0.028,0,0.084
833,0.084,3,0.028,0,0.084
834,0.084,3,0.028,0,0.084
835,0.084,3,0.028,0,0.084
836,0.084,3,0.028,0,0.084
837,0.084,3,0.028,0,0.084
838,0.084,3,0.028,0,0.084
839,0.084,3,0.028,0,0.084
84,0.195,3,0.065,0,0.195
840,0.084,3,0.028,0,0.084
841,0.084,3,0.028,0,0.084
842,0.084,3,0.028,0,0.084
843,0.084,3,0.028,0,0.084
844,0.084,3,0.028,0,0.084
845,0.084,3,0.028,0,0.084
846,0.084,3,0.028,0,0.084
847,0.084,3,0.028,0,0.084
848,0.084,3,0.028,0,0.084
849,0.084,3,0.028,0,0.084
85,0.195,3,0.065,0,0.195
850,0.084,3,0.028,0,0.084
851,0.084,3,0.028,0,0.084
852,0.28,10,0.028,1,0.14
853,0.084,3,0.028,0,0.084
854,0.084,3,0.028,0,0.084
855,0.084,3,0.028,0,0.084
856,0.084,3,0.028,0,0.084
