juror,total_votes,votes_cast,votes_missed,vote_0,vote_1,vote_2,participation_rate
0x494112FB4598BFa9b1Bf5a74533373039De5c734,1,0,1,0,0,0,0.0
0x49721D502266Fb9772Be25be1542a97b95fee721,4,4,0,0,0,0,1.0
0x4A2369C39440C4417B715082CC101cAdA6C4ea6d,2,1,1,0,0,0,0.5
0x4A6E8D9Aacbe6c14b0e8fAebCE86fbf41f11bFB1,77,76,1,0,0,0,0.987012987012987
0x4AB206a28AD6082aEa25AE987F94AdE481BA2f61,1,1,0,0,0,0,1.0
0x4Aa7a49d64E64B253697aa12Bd1eE5dB6bA6B6Da,1,1,0,0,0,0,1.0
0x4C728474925da183b41c4eB73A624D01812a020b,5,3,2,0,0,0,0.6
0x4C9447296A38F56dcBced69A3bAA74bC4CE35816,45,40,5,0,0,0,0.8888888888888888
0x4CD6F476C7CDD6eF76BefFFB44ff4E410d9c7Fd2,1,1,0,0,0,0,1.0
0x4Cf25cc40610269E7c6Cf5C0a76EdA5513A1e13a,6,1,5,0,0,0,0.16666666666666666
0x4D2e661113913190aDB7198A852864923Fe2c823,8,6,2,0,0,0,0.75
0x4E8D0E46E40c9e28A335F987E2e8df2f15ddEf2A,17,16,1,0,0,0,0.9411764705882353
0x4a2c5a0Af8b29cD5Fd8Eb1d02a83150A3ee10488,95,89,6,0,0,0,0.9368421052631579
0x4a557944f9b653ac948e26b56ea3E7ADb25c49C3,3,3,0,0,0,0,1.0
0x4a9A2F31E2009045950DF5aAb36950609DE93c78,2,2,0,0,0,0,1.0
0x4bF40ACe247394e0d3856FD7740C42c28486D30f,1,0,1,0,0,0,0.0
0x4c164Ecf37Da8AAae7187a32fB86fbD63668A982,1,0,1,0,0,0,0.0
0x4cb5E653404E1CA4eF4CEE496f3f677483508d66,91,81,10,0,0,0,0.8901098901098901
0x4cec7A678C6479Cc5610684605aeE0d811b74625,5,1,4,0,0,0,0.2
0x4dFF727Fd5002DAd7E028c6987c394F1913C2137,7,7,0,0,0,0,1.0
0x4e3d8AB2474f0BCF8f145EbdC2D7727C3024DAbf,1,0,1,0,0,0,0.0
0x4e880933AAa461a5FbD0D499f1e142D78f77c8eA,9,9,0,0,0,0,1.0
0x4eB7551bEE1375F4ecBc4D232001db213Ab945dC,4,4,0,0,0,0,1.0
0x503c671DEdBCaD5470C58a80a52d9f8ce9A23886,22,21,1,0,0,0,0.9545454545454546
0x5091A8dE5e7E750F5C7D0a5Fb748a87439050599,15,15,0,0,0,0,1.0
0x509F3f4247f28A89BFA59aFB8748c6FA41da48D0,6,6,0,0,0,0,1.0
0x50C3eAD85c299D7c2b78ee9646880D0FFED9d2a8,9,9,0,0,0,0,1.0
0x50b1799782DFdc5f0aAbd4b6719902d8955596BD,1,1,0,0,0,0,1.0
0x515280Dd3A3d04f97A7a257E22826fa48A2d5309,2,2,0,0,0,0,1.0
0x52Ad58D877e12BE41C7b2282FB999240521f26A6,3,3,0,0,0,0,1.0
0x52B941dFcFedb261d9b49B26b400793aF674DD89,1,1,0,0,0,0,1.0
0x52aeD8Dc30876B18689aE89321DaE6FcD901517E,5,0,5,0,0,0,0.0
0x53446d0123f9D18CB1E96b6c2bdFecc38248CdB8,3,1,2,0,0,0,0.3333333333333333
0x546E1f8a771e1B6e867dD0524dcBc1AB368f12AA,50,50,0,0,0,0,1.0
0x54f58056d6943b2e4567d16010F927C07110BfEE,3,2,1,0,0,0,0.6666666666666666
0x55122fdcA4BA43294677D96C12CE76dAbc459A2B,16,16,0,0,0,0,1.0
0x55e788CE5745eb7612F49FF54e9fCECa91b18448,2,1,1,0,0,0,0.5
0x55ee554Ec351Bcf31cE430F662A535199c33aA6b,25,25,0,0,0,0,1.0
0x56C4EB8698Ee1Ba394CF85690F5d1d06F74587Be,2,0,2,0,0,0,0.0
0x574677ab0A10d3848860F4BBb58480c8bDB401Df,2,2,0,0,0,0,1.0
0x574C1b19d8C40fb897B66C4d681E876FFE41Ee50,24,24,0,0,0,0,1.0
0x5792fC2749214A6fEf94989c63dC863B6E6eE620,3,1,2,0,0,0,0.3333333333333333
0x579c39417284Df4FD42D393b0aC2d63a49cc402b,2,2,0,0,0,0,1.0
